DATE,T10Y2Y,HTRUCKSSAAR,HOUST,PERMIT,BAMLH0A0HYM2,TEMPHELPS,ICSA,UMCSENT,WALCL,RRPONTSYD,M2SL,MANEMP
2015-01-01,,0.435,1085.0,1049.0,,2838.3,,98.1,,,11787.8,12265.0
2015-01-02,1.46,0.435,1085.0,1049.0,5.08,2838.3,,98.1,,42.186,11787.8,12265.0
2015-01-03,1.46,0.435,1085.0,1049.0,5.08,2838.3,294000.0,98.1,,42.186,11787.8,12265.0
2015-01-05,1.36,0.435,1085.0,1049.0,5.21,2838.3,294000.0,98.1,,164.177,11787.8,12265.0
2015-01-06,1.32,0.435,1085.0,1049.0,5.37,2838.3,294000.0,98.1,,149.885,11787.8,12265.0
2015-01-07,1.34,0.435,1085.0,1049.0,5.31,2838.3,294000.0,98.1,4499524.0,143.749,11787.8,12265.0
2015-01-08,1.41,0.435,1085.0,1049.0,5.17,2838.3,294000.0,98.1,4499524.0,124.293,11787.8,12265.0
2015-01-09,1.39,0.435,1085.0,1049.0,5.2,2838.3,294000.0,98.1,4499524.0,116.195,11787.8,12265.0
2015-01-10,1.39,0.435,1085.0,1049.0,5.2,2838.3,304000.0,98.1,4499524.0,116.195,11787.8,12265.0
2015-01-12,1.36,0.435,1085.0,1049.0,5.27,2838.3,304000.0,98.1,4499524.0,118.125,11787.8,12265.0
2015-01-13,1.37,0.435,1085.0,1049.0,5.28,2838.3,304000.0,98.1,4499524.0,107.316,11787.8,12265.0
2015-01-14,1.35,0.435,1085.0,1049.0,5.39,2838.3,304000.0,98.1,4516077.0,95.4,11787.8,12265.0
2015-01-15,1.33,0.435,1085.0,1049.0,5.42,2838.3,304000.0,98.1,4516077.0,96.517,11787.8,12265.0
2015-01-16,1.34,0.435,1085.0,1049.0,5.42,2838.3,304000.0,98.1,4516077.0,135.836,11787.8,12265.0
2015-01-17,1.34,0.435,1085.0,1049.0,5.42,2838.3,298000.0,98.1,4516077.0,135.836,11787.8,12265.0
2015-01-19,1.34,0.435,1085.0,1049.0,5.39,2838.3,298000.0,98.1,4516077.0,135.836,11787.8,12265.0
2015-01-20,1.29,0.435,1085.0,1049.0,5.39,2838.3,298000.0,98.1,4516077.0,147.499,11787.8,12265.0
2015-01-21,1.34,0.435,1085.0,1049.0,5.36,2838.3,298000.0,98.1,4512936.0,167.769,11787.8,12265.0
2015-01-22,1.37,0.435,1085.0,1049.0,5.27,2838.3,298000.0,98.1,4512936.0,168.182,11787.8,12265.0
2015-01-23,1.29,0.435,1085.0,1049.0,5.3,2838.3,298000.0,98.1,4512936.0,129.836,11787.8,12265.0
2015-01-24,1.29,0.435,1085.0,1049.0,5.3,2838.3,261000.0,98.1,4512936.0,129.836,11787.8,12265.0
2015-01-26,1.29,0.435,1085.0,1049.0,5.26,2838.3,261000.0,98.1,4512936.0,132.698,11787.8,12265.0
2015-01-27,1.29,0.435,1085.0,1049.0,5.29,2838.3,261000.0,98.1,4512936.0,136.677,11787.8,12265.0
2015-01-28,1.23,0.435,1085.0,1049.0,5.31,2838.3,261000.0,98.1,4500064.0,163.553,11787.8,12265.0
2015-01-29,1.26,0.435,1085.0,1049.0,5.28,2838.3,261000.0,98.1,4500064.0,148.784,11787.8,12265.0
2015-01-30,1.21,0.435,1085.0,1049.0,5.37,2838.3,261000.0,98.1,4500064.0,190.842,11787.8,12265.0
2015-01-31,1.21,0.435,1085.0,1049.0,5.26,2838.3,281000.0,98.1,4500064.0,190.842,11787.8,12265.0
2015-02-01,1.21,0.43,886.0,1127.0,5.26,2839.1,281000.0,95.4,4500064.0,190.842,11904.7,12275.0
2015-02-02,1.19,0.43,886.0,1127.0,5.26,2839.1,281000.0,95.4,4500064.0,132.913,11904.7,12275.0
2015-02-03,1.27,0.43,886.0,1127.0,5.11,2839.1,281000.0,95.4,4500064.0,142.006,11904.7,12275.0
2015-02-04,1.29,0.43,886.0,1127.0,5.05,2839.1,281000.0,95.4,4500348.0,145.65,11904.7,12275.0
2015-02-05,1.31,0.43,886.0,1127.0,4.99,2839.1,281000.0,95.4,4500348.0,124.667,11904.7,12275.0
2015-02-06,1.3,0.43,886.0,1127.0,4.78,2839.1,281000.0,95.4,4500348.0,121.983,11904.7,12275.0
2015-02-07,1.3,0.43,886.0,1127.0,4.78,2839.1,298000.0,95.4,4500348.0,121.983,11904.7,12275.0
2015-02-09,1.31,0.43,886.0,1127.0,4.8,2839.1,298000.0,95.4,4500348.0,118.986,11904.7,12275.0
2015-02-10,1.34,0.43,886.0,1127.0,4.75,2839.1,298000.0,95.4,4500348.0,122.277,11904.7,12275.0
2015-02-11,1.33,0.43,886.0,1127.0,4.76,2839.1,298000.0,95.4,4501685.0,126.752,11904.7,12275.0
2015-02-12,1.38,0.43,886.0,1127.0,4.74,2839.1,298000.0,95.4,4501685.0,113.479,11904.7,12275.0
2015-02-13,1.36,0.43,886.0,1127.0,4.71,2839.1,298000.0,95.4,4501685.0,92.532,11904.7,12275.0
2015-02-14,1.36,0.43,886.0,1127.0,4.71,2839.1,285000.0,95.4,4501685.0,92.532,11904.7,12275.0
2015-02-16,1.36,0.43,886.0,1127.0,4.69,2839.1,285000.0,95.4,4501685.0,92.532,11904.7,12275.0
2015-02-17,1.44,0.43,886.0,1127.0,4.57,2839.1,285000.0,95.4,4501685.0,111.325,11904.7,12275.0
2015-02-18,1.45,0.43,886.0,1127.0,4.62,2839.1,285000.0,95.4,4496851.0,157.273,11904.7,12275.0
2015-02-19,1.44,0.43,886.0,1127.0,4.58,2839.1,285000.0,95.4,4496851.0,133.105,11904.7,12275.0
2015-02-20,1.46,0.43,886.0,1127.0,4.53,2839.1,285000.0,95.4,4496851.0,157.518,11904.7,12275.0
2015-02-21,1.46,0.43,886.0,1127.0,4.53,2839.1,305000.0,95.4,4496851.0,157.518,11904.7,12275.0
2015-02-23,1.42,0.43,886.0,1127.0,4.56,2839.1,305000.0,95.4,4496851.0,152.311,11904.7,12275.0
2015-02-24,1.39,0.43,886.0,1127.0,4.58,2839.1,305000.0,95.4,4496851.0,124.802,11904.7,12275.0
2015-02-25,1.35,0.43,886.0,1127.0,4.54,2839.1,305000.0,95.4,4486725.0,149.75,11904.7,12275.0
2015-02-26,1.37,0.43,886.0,1127.0,4.43,2839.1,305000.0,95.4,4486725.0,130.583,11904.7,12275.0
2015-02-27,1.37,0.43,886.0,1127.0,4.43,2839.1,305000.0,95.4,4486725.0,155.001,11904.7,12275.0
2015-02-28,1.37,0.43,886.0,1127.0,4.46,2839.1,317000.0,95.4,4486725.0,155.001,11904.7,12275.0
2015-03-01,1.37,0.436,960.0,1072.0,4.46,2842.5,317000.0,93.0,4486725.0,155.001,11902.8,12286.0
2015-03-02,1.42,0.436,960.0,1072.0,4.38,2842.5,317000.0,93.0,4486725.0,118.208,11902.8,12286.0
2015-03-03,1.44,0.436,960.0,1072.0,4.38,2842.5,317000.0,93.0,4486725.0,110.872,11902.8,12286.0
2015-03-04,1.46,0.436,960.0,1072.0,4.44,2842.5,317000.0,93.0,4487583.0,95.1,11902.8,12286.0
2015-03-05,1.46,0.436,960.0,1072.0,4.46,2842.5,317000.0,93.0,4487583.0,73.924,11902.8,12286.0
2015-03-06,1.51,0.436,960.0,1072.0,4.42,2842.5,317000.0,93.0,4487583.0,80.862,11902.8,12286.0
2015-03-07,1.51,0.436,960.0,1072.0,4.42,2842.5,293000.0,93.0,4487583.0,80.862,11902.8,12286.0
2015-03-09,1.5,0.436,960.0,1072.0,4.51,2842.5,293000.0,93.0,4487583.0,85.648,11902.8,12286.0
2015-03-10,1.44,0.436,960.0,1072.0,4.66,2842.5,293000.0,93.0,4487583.0,84.535,11902.8,12286.0
2015-03-11,1.41,0.436,960.0,1072.0,4.61,2842.5,293000.0,93.0,4489279.0,84.389,11902.8,12286.0
2015-03-12,1.43,0.436,960.0,1072.0,4.62,2842.5,293000.0,93.0,4489279.0,132.708,11902.8,12286.0
2015-03-13,1.45,0.436,960.0,1072.0,4.68,2842.5,293000.0,93.0,4489279.0,98.042,11902.8,12286.0
2015-03-14,1.45,0.436,960.0,1072.0,4.68,2842.5,290000.0,93.0,4489279.0,98.042,11902.8,12286.0
2015-03-16,1.44,0.436,960.0,1072.0,4.72,2842.5,290000.0,93.0,4489279.0,112.056,11902.8,12286.0
2015-03-17,1.36,0.436,960.0,1072.0,4.79,2842.5,290000.0,93.0,4489279.0,106.3,11902.8,12286.0
2015-03-18,1.36,0.436,960.0,1072.0,4.91,2842.5,290000.0,93.0,4495888.0,151.424,11902.8,12286.0
2015-03-19,1.35,0.436,960.0,1072.0,4.79,2842.5,290000.0,93.0,4495888.0,83.108,11902.8,12286.0
2015-03-20,1.33,0.436,960.0,1072.0,4.81,2842.5,290000.0,93.0,4495888.0,91.207,11902.8,12286.0
2015-03-21,1.33,0.436,960.0,1072.0,4.81,2842.5,284000.0,93.0,4495888.0,91.207,11902.8,12286.0
2015-03-23,1.32,0.436,960.0,1072.0,4.82,2842.5,284000.0,93.0,4495888.0,99.572,11902.8,12286.0
2015-03-24,1.3,0.436,960.0,1072.0,4.81,2842.5,284000.0,93.0,4495888.0,60.115,11902.8,12286.0
2015-03-25,1.34,0.436,960.0,1072.0,4.76,2842.5,284000.0,93.0,4480603.0,65.389,11902.8,12286.0
2015-03-26,1.4,0.436,960.0,1072.0,4.74,2842.5,284000.0,93.0,4480603.0,80.866,11902.8,12286.0
2015-03-27,1.37,0.436,960.0,1072.0,4.76,2842.5,284000.0,93.0,4480603.0,69.638,11902.8,12286.0
2015-03-28,1.37,0.436,960.0,1072.0,4.76,2842.5,269000.0,93.0,4480603.0,69.638,11902.8,12286.0
2015-03-30,1.38,0.436,960.0,1072.0,4.73,2842.5,269000.0,93.0,4480603.0,29.522,11902.8,12286.0
2015-03-31,1.38,0.436,960.0,1072.0,4.82,2842.5,269000.0,93.0,4480603.0,202.235,11902.8,12286.0
2015-04-01,1.32,0.444,1190.0,1166.0,4.86,2850.3,269000.0,95.9,4481799.0,31.623,11936.7,12291.0
2015-04-02,1.37,0.444,1190.0,1166.0,4.82,2850.3,269000.0,95.9,4481799.0,31.623,11936.7,12291.0
2015-04-03,1.36,0.444,1190.0,1166.0,4.82,2850.3,269000.0,95.9,4481799.0,31.623,11936.7,12291.0
2015-04-04,1.36,0.444,1190.0,1166.0,4.82,2850.3,282000.0,95.9,4481799.0,31.623,11936.7,12291.0
2015-04-06,1.41,0.444,1190.0,1166.0,4.8,2850.3,282000.0,95.9,4481799.0,119.369,11936.7,12291.0
2015-04-07,1.37,0.444,1190.0,1166.0,4.72,2850.3,282000.0,95.9,4481799.0,125.88,11936.7,12291.0
2015-04-08,1.38,0.444,1190.0,1166.0,4.67,2850.3,282000.0,95.9,4483419.0,96.443,11936.7,12291.0
2015-04-09,1.41,0.444,1190.0,1166.0,4.62,2850.3,282000.0,95.9,4483419.0,87.069,11936.7,12291.0
2015-04-10,1.39,0.444,1190.0,1166.0,4.6,2850.3,282000.0,95.9,4483419.0,90.933,11936.7,12291.0
2015-04-11,1.39,0.444,1190.0,1166.0,4.6,2850.3,298000.0,95.9,4483419.0,90.933,11936.7,12291.0
2015-04-13,1.4,0.444,1190.0,1166.0,4.6,2850.3,298000.0,95.9,4483419.0,89.878,11936.7,12291.0
2015-04-14,1.37,0.444,1190.0,1166.0,4.62,2850.3,298000.0,95.9,4483419.0,75.874,11936.7,12291.0
2015-04-15,1.4,0.444,1190.0,1166.0,4.58,2850.3,298000.0,95.9,4485366.0,69.829,11936.7,12291.0
2015-04-16,1.4,0.444,1190.0,1166.0,4.61,2850.3,298000.0,95.9,4485366.0,78.293,11936.7,12291.0
2015-04-17,1.36,0.444,1190.0,1166.0,4.66,2850.3,298000.0,95.9,4485366.0,103.383,11936.7,12291.0
2015-04-18,1.36,0.444,1190.0,1166.0,4.66,2850.3,295000.0,95.9,4485366.0,103.383,11936.7,12291.0
2015-04-20,1.35,0.444,1190.0,1166.0,4.6,2850.3,295000.0,95.9,4485366.0,111.416,11936.7,12291.0
2015-04-21,1.37,0.444,1190.0,1166.0,4.57,2850.3,295000.0,95.9,4485366.0,114.8,11936.7,12291.0
2015-04-22,1.42,0.444,1190.0,1166.0,4.53,2850.3,295000.0,95.9,4489695.0,114.148,11936.7,12291.0
2015-04-23,1.41,0.444,1190.0,1166.0,4.55,2850.3,295000.0,95.9,4489695.0,113.993,11936.7,12291.0
2015-04-24,1.39,0.444,1190.0,1166.0,4.56,2850.3,295000.0,95.9,4489695.0,73.512,11936.7,12291.0
2015-04-25,1.39,0.444,1190.0,1166.0,4.56,2850.3,269000.0,95.9,4489695.0,73.512,11936.7,12291.0
2015-04-27,1.4,0.444,1190.0,1166.0,4.55,2850.3,269000.0,95.9,4489695.0,82.79,11936.7,12291.0
2015-04-28,1.44,0.444,1190.0,1166.0,4.52,2850.3,269000.0,95.9,4489695.0,87.169,11936.7,12291.0
2015-04-29,1.5,0.444,1190.0,1166.0,4.53,2850.3,269000.0,95.9,4471499.0,92.224,11936.7,12291.0
2015-04-30,1.47,0.444,1190.0,1166.0,4.59,2850.3,269000.0,95.9,4471499.0,130.464,11936.7,12291.0
2015-05-01,1.52,0.44,1079.0,1272.0,4.53,2872.5,269000.0,90.7,4471499.0,86.212,11964.2,12306.0
2015-05-02,1.52,0.44,1079.0,1272.0,4.53,2872.5,267000.0,90.7,4471499.0,86.212,11964.2,12306.0
2015-05-04,1.56,0.44,1079.0,1272.0,4.51,2872.5,267000.0,90.7,4471499.0,92.311,11964.2,12306.0
2015-05-05,1.57,0.44,1079.0,1272.0,4.48,2872.5,267000.0,90.7,4471499.0,93.162,11964.2,12306.0
2015-05-06,1.6,0.44,1079.0,1272.0,4.5,2872.5,267000.0,90.7,4472703.0,84.722,11964.2,12306.0
2015-05-07,1.55,0.44,1079.0,1272.0,4.55,2872.5,267000.0,90.7,4472703.0,94.505,11964.2,12306.0
2015-05-08,1.57,0.44,1079.0,1272.0,4.53,2872.5,267000.0,90.7,4472703.0,91.484,11964.2,12306.0
2015-05-09,1.57,0.44,1079.0,1272.0,4.53,2872.5,271000.0,90.7,4472703.0,91.484,11964.2,12306.0
2015-05-11,1.66,0.44,1079.0,1272.0,4.45,2872.5,271000.0,90.7,4472703.0,87.331,11964.2,12306.0
2015-05-12,1.67,0.44,1079.0,1272.0,4.56,2872.5,271000.0,90.7,4472703.0,81.378,11964.2,12306.0
2015-05-13,1.68,0.44,1079.0,1272.0,4.51,2872.5,271000.0,90.7,4501188.0,92.129,11964.2,12306.0
2015-05-14,1.67,0.44,1079.0,1272.0,4.52,2872.5,271000.0,90.7,4501188.0,61.513,11964.2,12306.0
2015-05-15,1.59,0.44,1079.0,1272.0,4.55,2872.5,271000.0,90.7,4501188.0,76.249,11964.2,12306.0
2015-05-16,1.59,0.44,1079.0,1272.0,4.55,2872.5,276000.0,90.7,4501188.0,76.249,11964.2,12306.0
2015-05-18,1.65,0.44,1079.0,1272.0,4.49,2872.5,276000.0,90.7,4501188.0,135.397,11964.2,12306.0
2015-05-19,1.64,0.44,1079.0,1272.0,4.46,2872.5,276000.0,90.7,4501188.0,131.9,11964.2,12306.0
2015-05-20,1.66,0.44,1079.0,1272.0,4.49,2872.5,276000.0,90.7,4480384.0,154.345,11964.2,12306.0
2015-05-21,1.59,0.44,1079.0,1272.0,4.51,2872.5,276000.0,90.7,4480384.0,141.963,11964.2,12306.0
2015-05-22,1.57,0.44,1079.0,1272.0,4.47,2872.5,276000.0,90.7,4480384.0,105.844,11964.2,12306.0
2015-05-23,1.57,0.44,1079.0,1272.0,4.47,2872.5,281000.0,90.7,4480384.0,105.844,11964.2,12306.0
2015-05-25,1.57,0.44,1079.0,1272.0,4.47,2872.5,281000.0,90.7,4480384.0,105.844,11964.2,12306.0
2015-05-26,1.5,0.44,1079.0,1272.0,4.51,2872.5,281000.0,90.7,4480384.0,111.048,11964.2,12306.0
2015-05-27,1.5,0.44,1079.0,1272.0,4.48,2872.5,281000.0,90.7,4463981.0,128.828,11964.2,12306.0
2015-05-28,1.51,0.44,1079.0,1272.0,4.5,2872.5,281000.0,90.7,4463981.0,135.3,11964.2,12306.0
2015-05-29,1.51,0.44,1079.0,1272.0,4.52,2872.5,281000.0,90.7,4463981.0,160.201,11964.2,12306.0
2015-05-30,1.51,0.44,1079.0,1272.0,4.52,2872.5,275000.0,90.7,4463981.0,160.201,11964.2,12306.0
2015-05-31,1.51,0.44,1079.0,1272.0,4.58,2872.5,275000.0,90.7,4463981.0,160.201,11964.2,12306.0
2015-06-01,1.55,0.489,1205.0,1379.0,4.52,2885.1,275000.0,96.1,4463981.0,115.206,12004.6,12307.0
2015-06-02,1.63,0.489,1205.0,1379.0,4.49,2885.1,275000.0,96.1,4463981.0,105.031,12004.6,12307.0
2015-06-03,1.69,0.489,1205.0,1379.0,4.46,2885.1,275000.0,96.1,4465360.0,95.389,12004.6,12307.0
2015-06-04,1.65,0.489,1205.0,1379.0,4.56,2885.1,275000.0,96.1,4465360.0,96.429,12004.6,12307.0
2015-06-05,1.68,0.489,1205.0,1379.0,4.56,2885.1,275000.0,96.1,4465360.0,83.637,12004.6,12307.0
2015-06-06,1.68,0.489,1205.0,1379.0,4.56,2885.1,278000.0,96.1,4465360.0,83.637,12004.6,12307.0
2015-06-08,1.69,0.489,1205.0,1379.0,4.61,2885.1,278000.0,96.1,4465360.0,83.323,12004.6,12307.0
2015-06-09,1.7,0.489,1205.0,1379.0,4.66,2885.1,278000.0,96.1,4465360.0,76.043,12004.6,12307.0
2015-06-10,1.75,0.489,1205.0,1379.0,4.6,2885.1,278000.0,96.1,4468005.0,80.453,12004.6,12307.0
2015-06-11,1.66,0.489,1205.0,1379.0,4.62,2885.1,278000.0,96.1,4468005.0,90.833,12004.6,12307.0
2015-06-12,1.65,0.489,1205.0,1379.0,4.63,2885.1,278000.0,96.1,4468005.0,81.745,12004.6,12307.0
2015-06-13,1.65,0.489,1205.0,1379.0,4.63,2885.1,269000.0,96.1,4468005.0,81.745,12004.6,12307.0
2015-06-15,1.64,0.489,1205.0,1379.0,4.71,2885.1,269000.0,96.1,4468005.0,104.635,12004.6,12307.0
2015-06-16,1.61,0.489,1205.0,1379.0,4.77,2885.1,269000.0,96.1,4468005.0,113.979,12004.6,12307.0
2015-06-17,1.65,0.489,1205.0,1379.0,4.76,2885.1,269000.0,96.1,4487817.0,110.708,12004.6,12307.0
2015-06-18,1.69,0.489,1205.0,1379.0,4.71,2885.1,269000.0,96.1,4487817.0,151.135,12004.6,12307.0
2015-06-19,1.61,0.489,1205.0,1379.0,4.73,2885.1,269000.0,96.1,4487817.0,158.541,12004.6,12307.0
2015-06-20,1.61,0.489,1205.0,1379.0,4.73,2885.1,273000.0,96.1,4487817.0,158.541,12004.6,12307.0
2015-06-22,1.69,0.489,1205.0,1379.0,4.62,2885.1,273000.0,96.1,4487817.0,171.906,12004.6,12307.0
2015-06-23,1.72,0.489,1205.0,1379.0,4.62,2885.1,273000.0,96.1,4487817.0,181.548,12004.6,12307.0
2015-06-24,1.7,0.489,1205.0,1379.0,4.66,2885.1,273000.0,96.1,4495055.0,136.642,12004.6,12307.0
2015-06-25,1.72,0.489,1205.0,1379.0,4.67,2885.1,273000.0,96.1,4495055.0,64.918,12004.6,12307.0
2015-06-26,1.77,0.489,1205.0,1379.0,4.65,2885.1,273000.0,96.1,4495055.0,86.539,12004.6,12307.0
2015-06-27,1.77,0.489,1205.0,1379.0,4.65,2885.1,275000.0,96.1,4495055.0,86.539,12004.6,12307.0
2015-06-29,1.69,0.489,1205.0,1379.0,4.91,2885.1,275000.0,96.1,4495055.0,45.063,12004.6,12307.0
2015-06-30,1.71,0.489,1205.0,1379.0,5.0,2885.1,275000.0,96.1,4495055.0,192.602,12004.6,12307.0
2015-07-01,1.74,0.491,1146.0,1140.0,4.88,2884.7,275000.0,93.1,4479130.0,93.411,12048.3,12323.0
2015-07-02,1.76,0.491,1146.0,1140.0,4.91,2884.7,275000.0,93.1,4479130.0,176.063,12048.3,12323.0
2015-07-03,1.76,0.491,1146.0,1140.0,4.91,2884.7,275000.0,93.1,4479130.0,176.063,12048.3,12323.0
2015-07-04,1.76,0.491,1146.0,1140.0,4.91,2884.7,292000.0,93.1,4479130.0,176.063,12048.3,12323.0
2015-07-06,1.7,0.491,1146.0,1140.0,5.07,2884.7,292000.0,93.1,4479130.0,169.851,12048.3,12323.0
2015-07-07,1.69,0.491,1146.0,1140.0,5.13,2884.7,292000.0,93.1,4479130.0,159.651,12048.3,12323.0
2015-07-08,1.67,0.491,1146.0,1140.0,5.21,2884.7,292000.0,93.1,4481289.0,145.47,12048.3,12323.0
2015-07-09,1.72,0.491,1146.0,1140.0,5.11,2884.7,292000.0,93.1,4481289.0,129.671,12048.3,12323.0
2015-07-10,1.77,0.491,1146.0,1140.0,4.97,2884.7,292000.0,93.1,4481289.0,119.629,12048.3,12323.0
2015-07-11,1.77,0.491,1146.0,1140.0,4.97,2884.7,285000.0,93.1,4481289.0,119.629,12048.3,12323.0
2015-07-13,1.75,0.491,1146.0,1140.0,4.93,2884.7,285000.0,93.1,4481289.0,115.323,12048.3,12323.0
2015-07-14,1.75,0.491,1146.0,1140.0,4.94,2884.7,285000.0,93.1,4481289.0,106.218,12048.3,12323.0
2015-07-15,1.72,0.491,1146.0,1140.0,4.93,2884.7,285000.0,93.1,4493605.0,103.217,12048.3,12323.0
2015-07-16,1.69,0.491,1146.0,1140.0,4.91,2884.7,285000.0,93.1,4493605.0,104.58,12048.3,12323.0
2015-07-17,1.66,0.491,1146.0,1140.0,4.95,2884.7,285000.0,93.1,4493605.0,116.519,12048.3,12323.0
2015-07-18,1.66,0.491,1146.0,1140.0,4.95,2884.7,265000.0,93.1,4493605.0,116.519,12048.3,12323.0
2015-07-20,1.67,0.491,1146.0,1140.0,4.96,2884.7,265000.0,93.1,4493605.0,126.57,12048.3,12323.0
2015-07-21,1.64,0.491,1146.0,1140.0,5.06,2884.7,265000.0,93.1,4493605.0,110.141,12048.3,12323.0
2015-07-22,1.58,0.491,1146.0,1140.0,5.16,2884.7,265000.0,93.1,4500503.0,112.695,12048.3,12323.0
2015-07-23,1.57,0.491,1146.0,1140.0,5.21,2884.7,265000.0,93.1,4500503.0,112.052,12048.3,12323.0
2015-07-24,1.57,0.491,1146.0,1140.0,5.32,2884.7,265000.0,93.1,4500503.0,79.416,12048.3,12323.0
2015-07-25,1.57,0.491,1146.0,1140.0,5.32,2884.7,269000.0,93.1,4500503.0,79.416,12048.3,12323.0
2015-07-27,1.55,0.491,1146.0,1140.0,5.49,2884.7,269000.0,93.1,4500503.0,85.122,12048.3,12323.0
2015-07-28,1.57,0.491,1146.0,1140.0,5.44,2884.7,269000.0,93.1,4500503.0,81.882,12048.3,12323.0
2015-07-29,1.59,0.491,1146.0,1140.0,5.33,2884.7,269000.0,93.1,4485480.0,86.429,12048.3,12323.0
2015-07-30,1.56,0.491,1146.0,1140.0,5.26,2884.7,269000.0,93.1,4485480.0,87.405,12048.3,12323.0
2015-07-31,1.53,0.491,1146.0,1140.0,5.36,2884.7,269000.0,93.1,4485480.0,131.978,12048.3,12323.0
2015-08-01,1.53,0.451,1130.0,1165.0,5.36,2887.3,270000.0,91.9,4485480.0,131.978,12093.1,12318.0
2015-08-03,1.48,0.451,1130.0,1165.0,5.45,2887.3,270000.0,91.9,4485480.0,95.005,12093.1,12318.0
2015-08-04,1.49,0.451,1130.0,1165.0,5.41,2887.3,270000.0,91.9,4485480.0,88.841,12093.1,12318.0
2015-08-05,1.55,0.451,1130.0,1165.0,5.29,2887.3,270000.0,91.9,4486329.0,86.869,12093.1,12318.0
2015-08-06,1.52,0.451,1130.0,1165.0,5.4,2887.3,270000.0,91.9,4486329.0,93.508,12093.1,12318.0
2015-08-07,1.45,0.451,1130.0,1165.0,5.52,2887.3,270000.0,91.9,4486329.0,84.994,12093.1,12318.0
2015-08-08,1.45,0.451,1130.0,1165.0,5.52,2887.3,274000.0,91.9,4486329.0,84.994,12093.1,12318.0
2015-08-10,1.51,0.451,1130.0,1165.0,5.51,2887.3,274000.0,91.9,4486329.0,81.806,12093.1,12318.0
2015-08-11,1.47,0.451,1130.0,1165.0,5.67,2887.3,274000.0,91.9,4486329.0,78.367,12093.1,12318.0
2015-08-12,1.47,0.451,1130.0,1165.0,5.79,2887.3,274000.0,91.9,4489250.0,64.411,12093.1,12318.0
2015-08-13,1.47,0.451,1130.0,1165.0,5.66,2887.3,274000.0,91.9,4489250.0,77.057,12093.1,12318.0
2015-08-14,1.47,0.451,1130.0,1165.0,5.52,2887.3,274000.0,91.9,4489250.0,64.557,12093.1,12318.0
2015-08-15,1.47,0.451,1130.0,1165.0,5.52,2887.3,279000.0,91.9,4489250.0,64.557,12093.1,12318.0
2015-08-17,1.44,0.451,1130.0,1165.0,5.58,2887.3,279000.0,91.9,4489250.0,66.54,12093.1,12318.0
2015-08-18,1.46,0.451,1130.0,1165.0,5.56,2887.3,279000.0,91.9,4489250.0,88.144,12093.1,12318.0
2015-08-19,1.45,0.451,1130.0,1165.0,5.68,2887.3,279000.0,91.9,4487208.0,84.36,12093.1,12318.0
2015-08-20,1.4,0.451,1130.0,1165.0,5.75,2887.3,279000.0,91.9,4487208.0,93.262,12093.1,12318.0
2015-08-21,1.41,0.451,1130.0,1165.0,5.86,2887.3,279000.0,91.9,4487208.0,92.353,12093.1,12318.0
2015-08-22,1.41,0.451,1130.0,1165.0,5.86,2887.3,274000.0,91.9,4487208.0,92.353,12093.1,12318.0
2015-08-24,1.42,0.451,1130.0,1165.0,6.14,2887.3,274000.0,91.9,4487208.0,73.813,12093.1,12318.0
2015-08-25,1.45,0.451,1130.0,1165.0,5.9,2887.3,274000.0,91.9,4487208.0,73.165,12093.1,12318.0
2015-08-26,1.51,0.451,1130.0,1165.0,5.91,2887.3,274000.0,91.9,4475105.0,68.719,12093.1,12318.0
2015-08-27,1.5,0.451,1130.0,1165.0,5.8,2887.3,274000.0,91.9,4475105.0,71.312,12093.1,12318.0
2015-08-28,1.47,0.451,1130.0,1165.0,5.72,2887.3,274000.0,91.9,4475105.0,73.547,12093.1,12318.0
2015-08-29,1.47,0.451,1130.0,1165.0,5.72,2887.3,279000.0,91.9,4475105.0,73.547,12093.1,12318.0
2015-08-31,1.47,0.451,1130.0,1165.0,5.7,2887.3,279000.0,91.9,4475105.0,149.694,12093.1,12318.0
2015-09-01,1.47,0.447,1224.0,1144.0,5.78,2882.8,279000.0,87.2,4475105.0,84.778,12154.3,12326.0
2015-09-02,1.48,0.447,1224.0,1144.0,5.73,2882.8,279000.0,87.2,4475886.0,70.33,12154.3,12326.0
2015-09-03,1.47,0.447,1224.0,1144.0,5.7,2882.8,279000.0,87.2,4475886.0,67.183,12154.3,12326.0
2015-09-04,1.42,0.447,1224.0,1144.0,5.74,2882.8,279000.0,87.2,4475886.0,64.428,12154.3,12326.0
2015-09-05,1.42,0.447,1224.0,1144.0,5.74,2882.8,273000.0,87.2,4475886.0,64.428,12154.3,12326.0
2015-09-07,1.42,0.447,1224.0,1144.0,5.74,2882.8,273000.0,87.2,4475886.0,64.428,12154.3,12326.0
2015-09-08,1.46,0.447,1224.0,1144.0,5.64,2882.8,273000.0,87.2,4475886.0,66.694,12154.3,12326.0
2015-09-09,1.46,0.447,1224.0,1144.0,5.59,2882.8,273000.0,87.2,4478213.0,68.129,12154.3,12326.0
2015-09-10,1.48,0.447,1224.0,1144.0,5.58,2882.8,273000.0,87.2,4478213.0,66.083,12154.3,12326.0
2015-09-11,1.49,0.447,1224.0,1144.0,5.62,2882.8,273000.0,87.2,4478213.0,70.782,12154.3,12326.0
2015-09-12,1.49,0.447,1224.0,1144.0,5.62,2882.8,264000.0,87.2,4478213.0,70.782,12154.3,12326.0
